id,prediction
183216,11476.207521
183219,1875.79405844
183221,1161.2515865
183229,11069.7802614
183240,1191.99993098
183241,935.419742461
183243,7488.67190064
183255,3792.30847028
183260,892.163280531
183262,956.165190367
183266,901.002003059
183268,1249.52643697
183272,2971.80253842
183273,1485.64096077
183279,2121.71799879
183287,1384.1383048
183296,1548.40323101
183299,1315.72230943
183308,3251.60416942
183319,1056.37848743
183324,2297.88281248
183330,2204.2719299
183336,2176.78560529
183338,1627.62856524
183342,1158.67265493
183344,2464.38787811
183349,2026.47779593
183355,4870.41640527
183358,2486.80308128
183361,1096.72456018
183368,899.594003503
183370,983.59302745
183377,4589.42796017
183381,1206.75509804
183386,668.537075939
183396,3713.84438447
183404,2322.01409981
183412,2223.99667336
183413,1301.02726829
183414,12839.7452395
183423,2133.55099876
183425,1169.46393441
183427,1489.416174
183432,1456.6635802
183434,1135.22729828
183435,841.616903237
183437,2993.71685022
183441,5020.04683965
183445,2036.50073596
183447,5000.70723261
183452,1650.34046549
183454,2042.92797638
183460,1947.16825636
183471,7334.56994989
183472,847.477948744
183480,1429.43482706
183484,2266.20213871
183487,2238.5728034
183490,4982.1017184
183496,1168.81938236
183505,4997.56698196
183509,1883.17550927
183516,2146.26651103
183523,3658.59964654
183525,2529.86179483
183526,1672.36971292
183527,3025.93285945
183530,2206.05117696
183533,894.675433501
183534,1547.05302276
183542,4685.08852028
183550,2154.56997072
183552,5883.78438315
183555,3828.24177842
183561,1334.60485087
183562,3362.99654434
183564,1328.49972596
183565,2768.18374544
183572,3126.94486137
183575,4585.69844989
183576,5861.04077682
183580,2167.29616777
183583,1771.11198729
183590,1499.94933727
183608,3476.82231495
183610,1034.99036373
183611,3108.59014605
183619,1525.90491202
183621,14116.1650013
183622,2533.95274995
183623,1355.3475828
183627,2253.71791598
183653,4786.90224427
183656,1431.60432578
183659,2736.63868096
183661,7099.08862754
183679,4946.76056158
183682,1498.08599271
183691,2660.35591237
183693,1582.81335414
183694,1539.15527189
183699,3850.52305797
183702,2626.07164622
183703,2129.18820018
183704,3907.46270569
183711,3430.43651476
183717,1243.41855849
183722,3068.26377947
183729,1381.1129883
183733,1808.12730559
183734,1426.60511177
183737,1698.92912793
183740,7661.05561418
183760,1359.97903402
183763,1281.33210012
183772,2531.08568358
183776,1641.8482012
183788,2560.81269948
183790,2449.05657022
183793,6820.2908804
183794,5595.19185008
183799,5141.52591549
183801,882.755101229
183809,1105.02353591
183810,1527.94334077
183812,1997.11079335
183813,3747.12120472
183816,4157.29857822
183821,5463.10415246
183827,7732.86381329
183828,1196.47363295
183830,4880.65527639
183834,1466.32212703
183838,5345.56643151
183844,5087.18155408
183847,2872.6144591
183848,1634.5078479
183849,1952.14069787
183852,1505.81695484
183868,1481.7105184
183870,1963.92417426
183884,1797.6884235
183894,2010.39828966
183895,1822.1861422
183902,1348.99286242
183906,2633.13628773
183934,1706.14655979
183936,1729.02244197
183940,1880.19739482
183945,1821.70614415
183946,948.470539903
183947,997.400658447
183958,2674.06305015
183969,1411.03433193
183974,2361.69425641
183978,1674.47034671
183980,1174.72893871
183983,5427.14105236
183987,2319.08291736
184000,4191.53956284
184001,1268.22247775
184002,2265.97793416
184008,1214.66525009
184014,1180.29671555
184019,1466.0068076
184023,1624.74410663
184028,686.426029214
184037,1347.98512107
184038,1718.81997791
184048,2448.90400035
184059,3038.51444249
184063,3965.47954334
184073,2369.91081796
184078,7451.93672325
184080,10538.5607025
184088,667.456756561
184091,1326.96528803
184103,3389.57538432
184104,1394.89684016
184105,2201.04849752
184109,1749.98637781
184123,1090.83263803
184129,1363.11605789
184138,4411.99744045
184140,1566.21957158
184146,1542.37179331
184148,2269.5262619
184157,664.762437819
184161,2151.47584055
184165,2149.14489653
184168,2091.91691179
184171,1884.99343073
184173,2349.83658695
184179,1145.70586287
184183,1118.76692161
184189,2592.30669924
184197,1515.67527312
184199,1507.57294865
184214,3105.89444121
184225,1275.41592827
184226,4279.4760975
184229,2043.9987059
184238,2587.05630439
184240,4788.26205591
184245,3123.50892123
184252,981.760643721
184253,4907.80221468
184257,3972.69971695
184261,1852.3955416
184263,1436.72101662
184271,818.426800066
184278,2576.17725932
184279,1274.1838132
184283,2885.26624851
184289,5345.60739354
184290,694.383331293
184302,2817.8150713
184307,998.582434125
184313,1250.31713277
184335,1551.58502223
184336,1082.76094759
184337,3131.38168215
184340,1541.6677017
184345,1284.71192122
184353,1331.76456628
184361,4346.15344995
184362,3326.34034245
184363,2865.33582861
184364,1471.73841524
184369,1286.53533917
184377,2149.37864463
184388,2179.12883872
184389,1111.79339568
184395,1902.70858779
184401,1000.98135054
184402,2565.16812122
184403,4364.03339774
184404,762.976413123
184409,1522.62373877
184411,4222.28681532
184416,2360.68196452
184421,712.179015456
184422,1152.63967447
184435,6710.85446638
184436,6202.03466775
184438,1539.09754208
184443,699.955471663
184444,1154.80057663
184449,1771.48436453
184452,4067.48349087
184458,2777.49664877
184459,1769.57859362
184460,2907.51993
184468,1582.10264521
184478,1425.43432111
184480,4268.14265834
184481,1019.76008753
184484,3357.75705662
184491,966.045272971
184492,2648.16567776
184495,15020.2561622
184499,6498.65868576
184503,1660.43004451
184516,1007.28094785
184518,2724.57478553
184521,2100.67946894
184535,5670.73300155
184538,1317.29631457
184539,1505.11046822
184544,2228.03515485
184546,5218.15822762
184548,1269.36961295
184552,4817.23919271
184564,1393.07208456
184566,2313.12458876
184568,8373.98668444
184584,1404.64543616
184588,3531.23319596
184599,4410.98263343
184601,3999.1478258
184610,1546.44298831
184611,1185.38584099
184619,1305.28769465
184620,2081.51819019
184633,6202.62102612
184641,1507.56687376
184651,3317.21485581
184655,7435.21236189
184657,2195.58239598
184662,1143.29544313
184667,2613.46777791
184670,827.816607212
184680,4932.69712931
184683,1964.39597381
184685,2394.70063783
184693,5489.93343235
184694,8287.3793023
184699,1481.06500259
184700,3849.07909716
184705,3439.70434868
184709,3933.41273243
184710,1718.40166205
184718,2503.10983359
184722,907.881631584
184725,3116.86530928
184731,944.236161828
184744,1998.75801893
184750,1260.02986866
184752,2748.87589508
184753,700.719157021
184761,2882.97140807
184762,1741.93940274
184776,3394.52951154
184778,1061.16008674
184786,5127.77354006
184788,1682.8614559
184792,1624.52905435
184819,1299.73792729
184828,1583.0381249
184829,2037.36534994
184837,5678.91596835
184844,1712.94960702
184849,2109.48656604
184850,1505.26388424
184853,2785.15271969
184859,1956.31266623
184863,3994.41368281
184868,2909.49719078
184882,1132.71120936
184885,2437.74772533
184889,1795.03059784
184902,2431.91927578
184904,10111.3123203
184907,4772.29465273
184909,1248.90160899
184912,1028.20470341
184919,3548.58902286
184920,1519.14623574
184925,2199.36467564
184926,1416.39756608
184928,1819.75014404
184937,2386.26359528
184948,1158.59741487
184951,1693.76573791
184952,1868.8835511
184956,5820.29523088
184970,3638.70587694
184973,1877.30552577
184976,2567.82667384
184981,1093.5347017
184985,4331.73225897
184986,3251.06849195
184987,4367.94080569
184991,2740.31259944
184998,1493.91690992
185009,4720.29220253
185011,1790.124116
185020,1379.2168884
185028,1075.71933582
185030,1323.9207135
185032,1547.43638779
185034,903.858161948
185039,2009.28053371
185047,800.250370631
185054,1053.72949749
185058,1042.70217494
185062,1526.35710774
185068,2273.15026523
185069,2446.42976366
185077,1734.84921538
185078,1218.05222905
185087,5338.75342721
185090,1732.07033707
185094,1097.97250509
185095,1329.79196106
185097,1641.19122764
185101,8081.22493845
185105,964.825889756
185106,941.252209361
185107,2662.39466526
185119,1987.58580765
185121,2162.44105084
185123,1477.02540644
185125,2193.73476226
185134,1440.47171473
185136,962.212219203
185138,5622.22935347
185140,3068.97918466
185145,2786.52580989
185147,2588.42848819
185161,1131.49134912
185163,2564.10059587
185165,1328.18732051
185168,1102.02085854
185169,1173.32670857
185175,2301.12446393
185176,1290.97750906
185181,1342.25635367
185188,4482.13550304
185192,736.670335376
185195,4142.86419573
185196,910.495236222
185199,2344.0856359
185200,2706.27483811
185209,1675.55476818
185211,2428.41438666
185212,3877.02078456
185215,5207.67855348
185216,827.567567194
185224,922.871355438
185230,562.046068531
185231,2679.32681909
185235,1271.89339509
185240,1952.28487104
185246,1803.30223478
185253,4762.68156564
185254,1521.7839753
185255,2659.37032037
185258,2070.05338207
185260,11407.5217198
185263,1021.37758683
185266,1738.34303386
185268,1068.43921024
185278,2448.07363829
185279,3158.94843832
185288,2327.05724512
185300,1306.51170015
185304,2138.72649293
185306,2840.59511028
185315,1229.8201051
185316,2982.82995005
185318,1244.72688883
185324,3240.24426275
185325,1111.67425838
185341,3812.49977049
185343,3425.7222767
185345,10601.9697081
185350,1402.39602225
185351,1763.02196967
185353,1555.69410068
185362,3524.26080019
185363,1984.9564361
185366,3342.67357216
185367,1016.61719821
185371,734.446548937
185380,1385.82770417
185386,4196.98353356
185388,1705.40157932
185389,2965.71231374
185399,1328.95121892
185408,1148.75931636
185410,2065.97552249
185412,2216.31535529
185413,4927.3262809
185420,1716.54244573
185422,1021.60764996
185423,3446.35359762
185435,3988.99773635
185437,3000.2731896
185439,709.865717166
185441,1562.65020857
185444,3264.89931007
185446,4620.09245185
185451,1156.98991479
185459,782.543651484
185470,1099.50470588
185480,1337.75492113
185482,1277.28426579
185483,1056.33317908
185484,1125.04666844
185485,4627.91718346
185489,1636.76895136
185496,3999.65732757
185497,3814.58931874
185499,1043.63264774
185508,2841.09717964
185514,1378.1551728
185517,9369.3523162
185522,2179.69702568
185525,2826.83183076
185531,2060.24036908
185534,2625.71917276
185535,3501.0314046
185543,1920.12103797
185554,3426.93600522
185558,1186.5965974
185565,2648.43423873
185567,3215.13172117
185570,1510.70997537
185572,1440.82481274
185573,2356.33250985
185574,1031.80524729
185582,1745.62267386
185585,1703.33127006
185586,1201.8943698
185587,1200.23972452
185597,6462.27791587
185598,1373.00771255
185600,1923.74854413
185602,1734.28579089
185605,3179.41047162
185607,1077.02803547
185611,897.281865433
185618,1986.89988493
185625,2230.86279129
185629,1124.58317704
185630,1366.66297171
185632,4090.2645518
185634,956.868387759
185636,1034.1024343
185643,1235.51902123
185645,1286.74159607
185648,5272.25552905
185649,1629.02714578
185650,2764.04663897
185651,2448.56391407
185662,4526.36718744
185672,1995.76862925
185678,7184.30634441
185704,1763.69061542
185719,722.57957901
185721,1425.35582138
185727,2983.78482966
185731,1258.29015748
185735,6649.29212947
185736,1802.57664879
185739,4681.79701404
185748,5141.7418884
185752,1119.67560843
185757,1553.98945595
185759,1992.96571952
185761,2464.90455432
185771,670.778970464
185773,1308.59539446
185786,2315.44230081
185787,1589.25619101
185790,2733.80733204
185793,2462.03000818
185794,3938.60936324
185795,1516.14419587
185797,2591.77263974
185798,2096.9187229
185809,2144.12563596
185810,9420.24364543
185817,1466.80846041
185818,1578.70894708
185819,2137.87414528
185821,980.359935746
185822,1090.15707045
185828,1388.53868556
185839,5010.79190706
185843,2501.43660171
185847,1110.8384123
185849,2217.81618004
185856,904.941316682
185863,8815.59741482
185877,1991.35026796
185879,1451.0411066
185880,5904.39658312
185882,1257.73659676
185897,2194.06891176
185899,1675.8874554
185903,1063.56607285
185909,1800.7024298
185911,6917.25090698
185916,2771.31526937
185920,946.070536258
185923,2363.25858139
185926,1308.08156594
185931,1011.41052449
185937,1722.7374621
185941,2350.90140813
185949,993.713115292
185950,2426.05526366
185956,1325.17419772
185962,1049.25856825
185968,3110.49920769
185971,2552.70568757
185976,2188.94161073
185982,1663.63903503
185987,831.041374505
185990,1818.18165855
185993,2760.0297232
185998,4573.86449023
186013,1802.20712993
186015,1548.92174332
186016,2346.49124546
186019,11521.3131481
186022,2428.34208581
186025,3754.6324945
186027,5255.66049139
186029,6994.81224273
186031,1140.2051049
186036,2680.82639154
186038,2045.8626877
186044,988.106357587
186046,2248.6671028
186049,4527.46149564
186055,2609.1447004
186057,994.861608621
186060,5451.73368624
186065,1278.34420508
186085,4861.27307714
186086,2271.77699579
186092,3389.77797108
186094,1398.47542539
186099,1686.9000494
186100,12945.3326237
186102,536.047173084
186112,3203.31679482
186116,1710.76419619
186119,9908.19099012
186120,1146.5954236
186123,2954.59344907
186125,2249.89511068
186131,3201.30620391
186133,1876.11336079
186137,4011.38050972
186143,1106.90913332
186146,1653.47473303
186148,801.662406788
186149,2617.06580531
186152,793.426295829
186157,3757.97944573
186161,4005.72442886
186163,1445.59967657
186168,2292.48253024
186170,4454.5272239
186171,2087.75735173
186173,2166.26272048
186174,1038.30093574
186175,2389.69271024
186176,13727.6061529
186186,2501.16176128
186192,1319.0830699
186199,1177.99420198
186202,1166.9481086
186205,1829.47185836
186208,2344.11896895
186210,878.696041472
186218,1820.27469145
186222,3369.73062834
186230,1008.08520748
186234,1695.03589948
186238,1445.41526233
186243,2782.52803217
186244,2485.32566822
186245,5483.41245545
186247,3340.38636876
186251,2132.65081394
186252,1537.33786301
186258,1503.00930829
186263,1490.85929948
186269,5137.27255799
186272,971.281797084
186279,2264.75324943
186280,3254.80517635
186287,2219.76194554
186290,2141.04443708
186305,2301.42429338
186306,1486.15225384
186308,1609.69146952
186311,981.007101991
186312,1941.75612664
186317,1856.43901032
186318,3321.8365434
186320,808.301712392
186321,5092.41322436
186330,6915.0539956
186332,5046.03648086
186333,1009.91493364
186353,3459.54502012
186361,1620.01625947
186363,993.596578396
186374,4644.22090913
186380,6156.73443603
186389,1494.86001414
186410,3551.61410642
186411,2732.58031854
186412,1757.69107732
186428,1682.42556407
186430,1794.66949097
186432,1633.43597553
186433,3033.83484805
186435,1584.32905572
186441,2046.55084178
186444,1215.92256167
186457,6842.74063309
186458,2400.91712801
186473,1987.79599756
186478,1651.31704874
186479,1895.38413868
186482,1346.58220332
186486,1801.9297971
186487,1989.63279351
186489,1865.71452185
186494,1465.04195263
186497,5555.99398706
186501,2361.75739043
186502,1460.05772902
186504,3464.58158682
186505,3089.69362679
186512,7178.89000179
186522,1743.82646798
186527,3283.40608764
186528,1282.22964792
186532,720.630310747
186533,8866.70848884
186535,4921.40803151
186538,1027.52024588
186549,2138.75020677
186551,1043.55616343
186562,1186.16029833
186563,899.521552242
186564,3685.74872059
186582,5986.26264942
186593,2418.43596509
186614,1649.37653623
186626,1793.5135806
186631,6713.43891829
186634,1754.15834063
186637,1637.72951384
186640,1691.42176972
186647,1567.12476392
186651,1752.40209379
186664,1271.54322751
186670,1860.33377174
186674,4615.36687893
186679,3792.32463122
186681,3222.50907387
186682,2706.56087888
186690,2912.54598614
186697,1524.06559684
186702,2772.84662372
186706,1571.81114986
186714,2864.22808656
186720,7630.84093875
186727,2053.33253738
186736,3947.73544872
186738,1211.24791781
186771,13752.8410371
186772,2466.97609898
186787,3012.83638917
186792,1835.78520731
186797,738.91552028
186806,2193.39897015
186814,5561.43537861
186830,2071.65530704
186834,1809.20697167
186835,1687.56325925
186839,2552.37135174
186845,2327.13580954
186846,2636.12119457
186848,1421.97487938
186849,11698.5216678
186854,1856.10501059
186864,4719.58016064
186868,1697.74567912
186870,1075.55922486
186877,4152.90116304
186878,2151.27258505
186882,1074.88021106
186884,6201.45389183
186887,1082.39872677
186891,2624.6391959
186893,1647.34996552
186905,2050.80109018
186911,1222.77965264
186913,1296.29292304
186914,982.657687199
186916,2514.20254864
186924,6958.90236916
186925,2523.79866492
186933,1010.80649234
186936,3284.71963509
186941,1294.66577156
186943,1869.00453193
186944,2070.77290294
186947,3919.96099268
186948,980.259048782
186949,886.038139262
186954,983.237390784
186957,3330.989391
186965,2541.3926429
186973,1983.93505925
186979,1217.102612
186981,926.929766222
186982,1136.30871808
186984,1384.38344105
186987,1108.76223403
186988,3833.66282251
186995,783.629232989
187001,1296.48047216
187007,1970.27415196
187012,1132.75186469
187016,1425.77536977
187029,1543.38028155
187031,1480.65316455
187032,2112.51307324
187035,1185.19751342
187036,1048.14444412
187037,2612.58040766
187044,2965.95317281
187046,2429.84214418
187048,2676.57388661
187053,4056.62608538
187057,4306.9610465
187061,926.706125162
187063,1815.72410618
187065,11939.8185059
187072,6219.6333396
187077,1079.79478556
187080,735.81317385
187082,3780.30899099
187085,1466.19174421
187096,4468.72862319
187106,7457.55723211
187107,4826.29886436
187115,2172.70527539
187116,6850.74187974
187121,3253.29908289
187122,1828.9749311
187125,1628.81188937
187129,1751.80122232
187136,5709.79314449
187137,1466.87048643
187141,3204.15169174
187145,2115.64492998
187146,5861.58975115
187154,833.915012156
187157,1929.84711472
187158,1767.03393496
187159,1336.64602419
187165,825.905884416
187173,1877.01774718
187174,1827.14091102
187178,3681.4671798
187200,3369.08614827
187205,3367.04950366
187212,2462.11786805
187219,8197.80602027
187221,1145.60849171
187224,4175.59338423
187236,935.665089825
187241,1839.74079271
187244,2005.57865527
187251,1981.61292355
187252,1258.76972694
187255,7127.41838796
187271,1061.44515113
187272,1630.53062699
187273,1187.77372601
187274,2171.90878736
187277,1472.82423731
187281,2108.66350995
187287,5334.90612615
187305,1460.61571304
187310,3012.70040836
187315,1661.93425556
187318,2264.46040428
187321,2334.33042818
187323,1882.17300319
187326,1745.21849975
187329,2822.3545687
187333,2603.15605381
187352,1270.19283268
187358,1417.34022451
187368,1182.83997803
187369,6934.30512645
187372,1774.35740659
187376,2989.33208649
187377,987.453456966
187380,2295.81718612
187381,1359.99755624
187394,667.101643387
187395,2568.85065707
187409,1521.38677066
187416,1187.24972135
187418,2818.99904309
187420,4346.83200909
187421,1549.07913174
187425,1942.56785201
187428,1123.73016181
187439,3471.73977891
187440,2209.46806899
187446,1882.050549
187452,3930.23557938
187453,1636.71886149
187462,2111.55874121
187463,957.326364566
187472,1468.13856499
187473,1135.95080783
187476,1559.08763451
187481,1054.37643077
187483,1933.33223094
187491,2735.08102553
187495,6520.41302581
187499,1939.72125804
187506,8088.22618643
187508,6216.91410189
187514,2002.16621199
187515,2995.39903441
187523,3057.72134412
187524,2076.11911299
187527,3106.43056067
187529,1767.30744843
187535,2055.06185174
187537,7357.9555866
187538,4176.82094812
187540,658.449114742
187545,4401.81292655
187546,4794.93193566
187549,1526.02006424
187552,2586.35785364
187553,3219.57009882
187558,1365.16718721
187560,875.623647941
187561,1057.01502862
187562,1142.71190348
187563,1398.13478152
187567,13085.4050918
187573,2413.34139514
187578,1459.1354318
187580,1769.20086237
187587,3660.28687193
187609,1119.9915917
187617,5711.59368641
187619,1418.70537816
187620,1018.23992203
187621,3935.69873141
187622,3748.05840797
187624,1874.7118133
187625,1416.78745589
187626,1854.72764166
187627,4133.67685365
187630,1665.90943043
187647,1555.90800665
187648,1433.38295621
187649,3804.55347024
187656,2585.84851658
187661,3613.91108643
187662,2586.64965525
187666,2431.62597349
187673,4179.57840437
187677,1188.21623712
187678,2885.08052601
187682,2045.50075783
187685,1180.03096735
187687,1278.46363776
187689,1071.44443025
187694,4420.03819751
187700,2436.23057448
187711,1645.05204293
187718,2257.38577381
187720,570.506916094
187723,707.199339109
187726,1592.50664665
187733,2294.19472955
187734,1712.1890332
187740,2474.87390002
187741,904.148919242
187744,6995.14161828
187746,1950.27270105
187748,792.603628224
187762,2057.76246269
187764,1041.65446877
187768,1935.30675081
187780,1536.69311184
187799,3530.25414272
187801,4799.82526309
187804,1130.9965337
187807,1425.28113171
187810,1950.70843118
187811,5242.71460122
187812,755.975993894
187813,1177.9910916
187816,1828.95611787
187825,4716.22090987
187830,5369.44715218
187834,4748.26274568
187841,9659.45512445
187848,1393.43618641
187854,1476.50112564
187863,4899.72579065
187868,1403.79521514
187869,4251.40386264
187873,684.038203184
187875,1720.42999977
187877,1386.74925942
187880,1472.64195936
187881,1727.73997017
187884,1914.32313044
187889,868.799934475
187893,3300.6043057
187899,2290.84645577
187903,2903.31961173
187916,1617.38851003
187923,2672.41249879
187928,2503.76517736
187933,3548.94278105
187936,2568.43371912
187950,2426.08455248
187951,1026.70914853
187957,2129.68592348
187959,2153.59739914
187963,2637.41341206
187978,1698.84282382
187983,5755.95457409
187985,1897.87152519
187989,2009.19042487
187997,3468.7365425
188001,1250.28653927
188006,1520.03126758
188007,1188.57171518
188016,4742.68136161
188018,1012.04527669
188023,1339.84619349
188028,4328.0430051
188033,3300.92050474
188038,1595.45563837
188042,1890.92881839
188046,1881.73558517
188047,3752.06193031
188051,2460.00630941
188052,1903.10518226
188054,2654.82788239
188061,2054.08190224
188062,2246.46935647
188068,2850.31207395
188070,2107.70427241
188072,2740.65259929
188081,1142.13304831
188083,4783.56483707
188086,1891.44420576
188092,2104.74568171
188095,1199.08520737
188096,4008.53398246
188097,5787.71108935
188100,5286.42342744
188105,1878.07964048
188111,589.635740463
188114,1607.84247869
188121,2470.47473792
188123,4470.61447713
188126,6294.46297861
188148,1096.38009678
188150,1867.90838019
188163,2855.11776001
188177,1340.02768052
188186,1999.72102369
188191,3756.04080208
188192,2359.46767268
188206,1692.61819208
188208,1056.42845928
188214,5450.86946672
188218,1307.90290063
188220,1397.10421644
188227,1423.4906236
188231,1314.93139505
188234,1879.41828145
188236,1756.83698671
188251,4695.99407789
188254,2922.6377781
188257,2219.2705878
188258,4106.04314079
188264,2140.47692154
188265,3985.04306447
188270,6562.21139717
188274,1384.40092717
188282,1127.54215981
188284,1779.95650911
188286,3647.0824945
188296,1023.16441107
188299,6686.36659339
188305,8489.76900262
188316,3116.28031217
188318,2544.08369682
188321,2819.5835288
188332,935.85150609
188335,2369.87156601
188348,2551.04754465
188351,1825.3161558
188364,6226.23047016
188366,2793.91914222
188383,935.216254703
188386,1293.75367955
188401,7238.38047646
188405,1476.10650819
188406,2670.60219208
188417,3281.19145724
188430,8870.68076198
188440,3897.87814083
188441,1514.58194659
188443,2890.83274695
188445,7299.36094766
188448,1066.15473618
188454,985.558544027
188456,1944.85648121
188458,2415.10579085
188469,1019.39824674
188471,3834.99107563
188472,1171.76098692
188478,2847.80032969
188483,1177.89037832
188487,1393.60082827
188489,1777.64945745
188492,1463.98399757
188493,1617.982843
188496,1874.73317906
188499,1974.10412757
188505,4403.83265391
188508,1961.93260958
188510,1696.0818409
188513,2855.33377335
188514,1439.63583213
188516,940.776794978
188519,9489.46512073
188522,1910.49126536
188531,2648.3264285
188535,872.913653688
188538,1456.19181474
188539,2544.76264646
188541,1189.42764111
188546,1930.1431708
188548,2547.26367682
188555,1488.81315609
188566,3267.92628777
188576,1221.01982803
188577,1966.22771079
188592,2142.1010733
188597,4051.85992777
188598,1140.75027173
188600,1990.41081124
188603,2176.65348687
188604,3642.57631848
188605,1331.98873219
188608,2338.3567701
188609,2817.23306597
188613,1919.40598328
188614,650.631960811
188615,2276.16837619
188620,4698.53250447
188622,3444.86469988
188629,1346.63207714
188630,2394.45664531
188633,1257.49837633
188643,622.35459442
188645,1354.22386519
188647,1450.37526521
188650,2777.67415208
188651,3934.50176753
188652,1107.98003585
188662,5300.26460981
188665,2530.93272049
188666,1812.44064101
188674,4703.77426227
188682,1522.47286067
188683,1588.71139833
188686,2438.2984272
188687,2364.45733514
188691,1536.90150442
188695,2750.79235461
188697,1433.92893199
188701,1884.49735541
188704,3065.83208498
188719,3579.89677071
188731,2224.66570729
188736,9711.05512665
188742,991.732007883
188744,1311.28102654
188747,1843.08699454
188750,1072.10611086
188755,8284.7316509
188759,1801.79651906
188765,1599.56048785
188767,1452.31286242
188769,5191.36433701
188771,1322.82751789
188777,2704.50034191
188783,1418.93219188
188788,2546.82388462
188793,2163.0372072
188795,1386.30293222
188802,2431.20203381
188807,1670.93717464
188808,3524.5566965
188811,1576.42001368
188813,1349.55191071
188825,1063.06904021
188828,2163.10672033
188833,9226.85096137
188834,1059.65979094
188836,1513.66288249
188840,4932.35085605
188843,3719.99150571
188858,1368.78590196
188863,1654.75290343
188874,2635.9426749
188875,2974.39763505
188878,1380.09617639
188880,1430.99989949
188881,3244.86314533
188885,2175.26199364
188890,3872.37556507
188906,2429.72782575
188911,2368.83170847
188913,1802.49210855
188922,2884.33877006
188925,2191.12515405
188934,13055.366621
188937,2887.77546715
188940,2472.18075848
188941,886.231074543
188942,6900.99000733
188943,1273.6605243
188944,3048.90112207
188947,3243.89595457
188948,8480.56793593
188960,2990.83591512
188961,4737.99141639
188962,1023.71773235
188964,2237.07820399
188965,4926.4925117
188969,1868.96554422
188971,2059.09055563
188972,1570.98902437
188980,4977.34828878
188983,1781.19186814
188985,1796.16505383
188987,1206.10676731
188989,3288.15274684
188994,4916.63156894
188999,4749.63433417
189003,1183.95612804
189010,3740.22409346
189012,1031.80248269
189028,1590.28637127
189029,4000.33895435
189036,2282.89692892
189039,4630.18168869
189040,1559.46514127
189045,2920.50236853
189051,1469.97849
189054,9430.90833155
189055,1923.15370889
189058,3114.65445884
189062,2219.68597667
189065,3881.294752
189071,1007.14950568
189074,1459.34270461
189076,2188.19153529
189084,2009.46577267
189086,1289.28462598
189087,7009.80505373
189088,2333.68187543
189089,1228.95810075
189096,4700.4184026
189099,843.126403274
189102,1680.39480404
189111,2985.16738321
189115,1471.87781314
189120,2090.72403695
189122,2377.82148911
189129,3022.25665102
189130,4295.56979348
189134,3050.04756162
189135,1235.64162382
189137,1397.87115857
189142,1607.55014159
189145,1509.16328501
189148,1434.59993114
189149,3107.30033053
189153,2049.4710952
189154,2982.01007491
189160,1280.96472326
189161,861.424910316
189165,1334.87123597
189172,6257.70140671
189190,3722.53559104
189192,3170.97448865
189199,6076.09634531
189201,2575.11003988
189209,1451.10169541
189217,2228.09833483
189218,8411.0233994
189220,5507.3274073
189223,1699.41104026
189224,3259.75236782
189228,1577.87075641
189230,3591.76999461
189239,1906.66460821
189240,1586.57405368
189242,1772.36583197
189243,4639.43193382
189244,1978.90265294
189246,1009.97875031
189247,2010.47852866
189251,2147.25202286
189256,1104.92767136
189259,1770.07287291
189267,2109.55168156
189268,1265.7845246
189270,2169.57395461
189273,1642.19726495
189279,1466.88909061
189282,2236.03792378
189285,4980.85506603
189287,1677.06213161
189295,2211.95830563
189296,9298.14969217
189304,4268.08736887
189309,2381.71934553
189310,2323.62574136
189315,3861.29492818
189316,2357.73161988
189318,1374.76421298
189324,1931.85293527
189329,6316.37867916
189333,7277.01023704
189336,1030.23499046
189340,2520.72031642
189345,1491.12760096
189348,1288.63459532
189349,3227.87643738
189357,4083.48685413
189364,1536.88736196
189365,1714.50063727
189382,1023.28309861
189383,1559.0100368
189391,967.589362686
189393,4737.31260037
189397,1659.48412553
189398,1095.66128569
189409,1725.09459334
189411,1777.11519026
189412,2304.05149072
189424,761.381533696
189431,3922.42521265
189435,2317.84643716
189446,1432.35516785
189448,1939.09176853
189457,2184.66922959
189486,4536.83093287
189487,753.530159383
189488,1410.12403032
189504,2686.64114113
189506,1070.80507212
189507,2217.57151008
189508,1415.08332894
189512,2031.10971361
189525,4409.70058411
189547,4705.28706007
189552,5176.78704513
189562,3090.19452765
189565,1266.82556388
189569,1955.09894836
189576,1549.36184176
189577,2094.96958344
189582,1483.89983968
189595,7467.0361657
189597,1576.81524317
189603,1125.69223614
189604,5972.01289356
189608,2501.54516952
189609,1277.4748381
189616,2562.30747448
189623,3570.98165996
189628,2143.23725299
189635,901.409381957
189657,1583.49056141
189659,1154.2301057
189662,2552.7964563
189666,3603.27078599
189667,1258.37134703
189668,2525.08565261
189676,1057.23276443
189682,1471.04178977
189687,2193.41001042
189692,4544.1379994
189693,3102.28007324
189695,1827.88452194
189701,1692.62473282
189703,11227.3342128
189710,988.205551423
189711,1716.71374055
189713,3650.25961334
189716,2537.02938844
189727,975.364128906
189743,1291.59699515
189752,3896.9349915
189759,947.572239748
189760,2040.89376144
189763,4790.47408449
189780,4045.9083413
189781,849.941528925
189784,4296.02006634
189785,957.738158062
189787,2109.03565058
189788,2143.1407447
189794,1340.51948742
189795,2040.26511833
189798,2534.93093558
189820,1628.02305819
189824,1581.95655179
189825,1024.21673884
189826,2543.82602843
189827,5180.12537627
189829,891.765402547
189830,1078.2324973
189839,3434.46670496
189840,4529.10331145
