id,loss
184302,2801
184307,1013
184313,1262
184335,1553
184336,1068
184337,3141
184340,1553
184345,1262
184353,1339
184361,4369
184362,3323
184363,2878
184364,1457
184369,1262
184377,2120
184388,2193
184389,1114
184395,1890
184401,1013
184402,2597
184403,4369
184404,753.4
184409,1553
184411,4211
184416,2399
184421,712.1
184422,1163
184435,6684
184436,6255
184438,1553
184443,680.1
184444,1163
184449,1754
184452,4085
184458,2766
184459,1754
184460,2890
184468,1586
184478,1441
184480,4211
184481,1013
184484,3370
184491,970.6
184492,2661
184495,1.439e+04
184499,6475
184503,1662
184516,1013
184518,2751
184521,2092
184535,5616
184538,1309
184539,1526
184544,2242
184546,5319
184548,1262
184552,4844
184564,1393
184566,2284
184568,8491
184584,1441
184588,3580
184599,4369
184601,4048
184610,1553
184611,1163
184619,1300
184620,2092
184633,6255
184641,1526
184651,3323
184655,7516
184657,2206
184662,1156
184667,2597
184670,832.3
184680,4844
184683,1969
184685,2399
184693,5386
184694,8491
184699,1526
184700,3875
184705,3467
184709,3946
184710,1697
184718,2554
184722,911.2
184725,3141
184731,937.8
184744,2006
184750,1262
184752,2751
184753,680.1
184761,2878
184762,1754
184776,3370
184778,1044
184786,5162
184788,1677
184792,1614
184819,1300
184828,1586
184829,2037
184837,5616
184844,1697
184849,2092
184850,1526
184853,2766
184859,1969
184863,4048
184868,2890
184882,1156
184885,2408
184889,1811
184902,2408
184904,1.024e+04
184907,4826
184909,1262
184912,1013
184919,3582
184920,1553
184925,2206
184926,1441
184928,1811
184937,2399
184948,1163
184951,1677
184952,1851
184956,5828
184970,3632
184973,1851
184976,2597
184981,1079
184985,4332
184986,3273
184987,4369
184991,2751
184998,1526
185009,4702
185011,1774
185020,1393
185028,1067
185030,1313
185032,1553
185034,911.2
185039,2032
185047,804.2
185054,1044
185058,1040
185062,1553
185068,2266
185069,2431
185077,1731
185078,1220
185087,5368
185090,1731
185094,1079
185095,1313
185097,1638
185101,8189
185105,970.6
185106,937.8
185107,2672
185119,2006
185121,2120
185123,1473
185125,2206
185134,1450
185136,970.6
185138,5616
185140,3082
185145,2766
185147,2597
185161,1156
185163,2597
185165,1313
185168,1101
185169,1163
185175,2266
185176,1262
185181,1339
185188,4574
185192,712.1
185195,4142
185196,911.2
185199,2399
185200,2701
185209,1677
185211,2408
185212,3875
185215,5319
185216,832.3
185224,911.2
185230,504.6
185231,2701
185235,1262
185240,1929
185246,1811
185253,4826
185254,1553
185255,2661
185258,2092
185260,1.083e+04
185263,1013
185266,1754
185268,1049
185278,2431
185279,3206
185288,2309
185300,1300
185304,2120
185306,2814
185315,1220
185316,3013
185318,1262
185324,3273
185325,1114
185341,3730
185343,3467
185345,1.072e+04
185350,1441
185351,1754
185353,1553
185362,3467
185363,2006
185366,3323
185367,1013
185371,712.1
185380,1393
185386,4184
185388,1691
185389,2947
185399,1313
185408,1163
185410,2092
185412,2206
185413,4844
185420,1697
185422,1013
185423,3467
185435,4048
185437,3044
185439,706.1
185441,1554
185444,3273
185446,4582
185451,1163
185459,777.2
185470,1101
185480,1339
185482,1262
185483,1044
185484,1114
185485,4582
185489,1638
185496,4048
185497,3730
185499,1040
185508,2814
185514,1393
185517,9485
185522,2193
185525,2814
185531,2092
185534,2597
185535,3467
185543,1904
185554,3467
185558,1163
185565,2661
185567,3206
185570,1526
185572,1450
185573,2399
185574,1040
185582,1754
185585,1691
185586,1216
185587,1191
185597,6255
185598,1368
185600,1904
185602,1731
185605,3206
185607,1067
185611,911.2
185618,2006
185625,2242
185629,1114
185630,1368
185632,4085
185634,937.8
185636,1040
185643,1220
185645,1262
185648,5319
185649,1614
185650,2766
185651,2431
185662,4582
185672,2006
185678,7163
185704,1754
185719,712.1
185721,1441
185727,3013
185731,1262
185735,6684
185736,1811
185739,4702
185748,5162
185752,1114
185757,1553
185759,2006
185761,2431
185771,655.8
185773,1305
185786,2284
185787,1610
185790,2751
185793,2431
185794,3946
185795,1526
185797,2597
185798,2092
185809,2120
185810,9485
185817,1457
185818,1583
185819,2120
185821,970.6
185822,1079
185828,1393
185839,5153
185843,2554
185847,1114
185849,2206
185856,911.2
185863,8667
185877,2006
185879,1450
185880,5913
185882,1262
185897,2206
185899,1677
185903,1044
185909,1811
185911,6897
185916,2766
185920,937.8
185923,2399
185926,1305
185931,1013
185937,1731
185941,2399
185949,1013
185950,2408
185956,1313
185962,1040
185968,3141
185971,2562
185976,2193
185982,1662
185987,832.3
185990,1811
185993,2766
185998,4582
186013,1811
186015,1553
186016,2399
186019,1.083e+04
186022,2408
186025,3715
186027,5319
186029,6897
186031,1156
186036,2701
186038,2037
186044,970.6
186046,2266
186049,4582
186055,2597
186057,1013
186060,5386
186065,1262
186085,4844
186086,2266
186092,3370
186094,1400
186099,1677
186100,1.302e+04
186102,472.7
186112,3206
186116,1697
186119,1.019e+04
186120,1163
186123,2947
186125,2266
186131,3206
186133,1851
186137,4048
186143,1114
186146,1662
186148,804.2
186149,2597
186152,798.5
186157,3715
186161,4048
186163,1450
186168,2266
186170,4470
186171,2092
186173,2120
186174,1040
186175,2399
186176,1.311e+04
186186,2554
186192,1309
186199,1163
186202,1163
186205,1814
186208,2399
186210,873.4
186218,1811
186222,3370
186230,1013
186234,1677
186238,1450
186243,2766
186244,2431
186245,5386
186247,3323
186251,2120
186252,1553
186258,1526
186263,1526
186269,5162
186272,970.6
186279,2266
186280,3273
186287,2206
186290,2120
186305,2266
186306,1526
186308,1613
186311,970.6
186312,1929
186317,1851
186318,3323
186320,804.2
186321,5153
186330,6897
186332,5153
186333,1013
186353,3467
186361,1614
186363,1013
186374,4582
186380,6255
186389,1526
186410,3582
186411,2751
186412,1754
186428,1677
186430,1811
186432,1638
186433,3044
186435,1610
186441,2037
186444,1220
186457,6710
186458,2399
186473,2006
186478,1662
186479,1865
186482,1342
186486,1811
186487,2006
186489,1851
186494,1450
186497,5517
186501,2399
186502,1450
186504,3467
186505,3082
186512,7163
186522,1754
186527,3273
186528,1262
186532,712.1
186533,8667
186535,4844
186538,1013
186549,2120
186551,1040
186562,1163
186563,911.2
186564,3715
186582,5913
186593,2408
186614,1638
186626,1774
186631,6684
186634,1754
186637,1638
186640,1677
186647,1555
186651,1754
186664,1262
186670,1851
186674,4582
186679,3730
186681,3273
186682,2701
186690,2890
186697,1553
186702,2766
186706,1557
186714,2878
186720,7711
186727,2037
186736,4034
186738,1220
186771,1.311e+04
186772,2431
186787,3044
186792,1814
186797,753.4
186806,2206
186814,5517
186830,2092
186834,1811
186835,1677
186839,2562
186845,2309
186846,2597
186848,1441
186849,1.108e+04
186854,1851
186864,4702
186868,1691
186870,1049
186877,4184
186878,2120
186882,1049
186884,6255
186887,1068
186891,2597
186893,1638
186905,2037
186911,1220
186913,1300
186914,970.6
186916,2562
186924,6897
186925,2562
186933,1013
186936,3273
186941,1281
186943,1851
186944,2092
186947,3946
186948,970.6
186949,898.7
186954,970.6
186957,3323
186965,2562
186973,2006
186979,1220
186981,921.2
186982,1156
186984,1393
186987,1114
186988,3875
186995,787.5
187001,1300
187007,2006
187012,1156
187016,1441
187029,1553
187031,1526
187032,2115
187035,1163
187036,1040
187037,2597
187044,2947
187046,2408
187048,2672
187053,4048
187057,4332
187061,911.2
187063,1811
187065,1.2e+04
187072,6255
187077,1067
187080,712.1
187082,3730
187085,1450
187096,4471
187106,7516
187107,4844
187115,2193
187116,6710
187121,3273
187122,1814
187125,1614
187129,1754
187136,5616
187137,1457
187141,3206
187145,2115
187146,5828
187154,832.3
187157,1904
187158,1754
187159,1339
187165,832.3
187173,1851
187174,1811
187178,3715
187200,3370
187205,3370
187212,2431
187219,8189
187221,1163
187224,4184
187236,924.1
187241,1814
187244,2014
187251,2006
187252,1262
187255,7163
187271,1044
187272,1614
187273,1163
187274,2193
187277,1457
187281,2092
187287,5368
187305,1450
187310,3044
187315,1662
187318,2266
187321,2309
187323,1851
187326,1754
187329,2814
187333,2597
187352,1262
187358,1441
187368,1163
187369,6897
187372,1754
187376,3013
187377,970.6
187380,2266
187381,1363
187394,644.1
187395,2597
187409,1553
187416,1163
187418,2801
187420,4369
187421,1553
187425,1929
187428,1114
187439,3467
187440,2206
187446,1851
187452,3946
187453,1638
187462,2115
187463,937.8
187472,1457
187473,1156
187476,1553
187481,1044
187483,1904
187491,2751
187495,6475
187499,1929
187506,8189
187508,6255
187514,2006
187515,3044
187523,3057
187524,2092
187527,3141
187529,1754
187535,2092
187537,7222
187538,4184
187540,644.1
187545,4369
187546,4835
187549,1553
187552,2597
187553,3273
187558,1368
187560,866.6
187561,1044
187562,1156
187563,1400
187567,1.302e+04
187573,2408
187578,1450
187580,1754
187587,3702
187609,1114
187617,5616
187619,1441
187620,1013
187621,3946
187622,3715
187624,1851
187625,1441
187626,1840
187627,4085
187630,1667
187647,1553
187648,1441
187649,3730
187656,2597
187661,3632
187662,2597
187666,2408
187673,4184
187677,1163
187678,2890
187682,2037
187685,1163
187687,1262
187689,1049
187694,4369
187700,2408
187711,1638
187718,2266
187720,544.4
187723,706.1
187726,1610
187733,2266
187734,1697
187740,2431
187741,911.2
187744,6897
187746,1929
187748,798.5
187762,2092
187764,1040
187768,1904
187780,1553
187799,3580
187801,4835
187804,1156
187807,1441
187810,1929
187811,5319
187812,753.4
187813,1163
187816,1814
187825,4702
187830,5383
187834,4754
187841,9729
187848,1393
187854,1473
187863,4844
187868,1441
187869,4211
187873,655.8
187875,1697
187877,1393
187880,1457
187881,1731
187884,1890
187889,850.4
187893,3323
187899,2266
187903,2890
187916,1614
187923,2672
187928,2562
187933,3582
187936,2597
187950,2408
187951,1013
187957,2120
187959,2120
187963,2597
187978,1691
187983,5828
187985,1865
187989,2032
187997,3467
188001,1262
188006,1553
188007,1163
188016,4754
188018,1013
188023,1339
188028,4332
188033,3323
188038,1610
188042,1865
188046,1851
188047,3715
188051,2431
188052,1890
188054,2661
188061,2037
188062,2266
188068,2814
188070,2092
188072,2751
188081,1156
188083,4826
188086,1865
188092,2092
188095,1191
188096,4048
188097,5828
188100,5319
188105,1851
188111,576.9
188114,1613
188121,2431
188123,4471
188126,6255
188148,1079
188150,1851
188163,2878
188177,1339
188186,2006
188191,3715
188192,2399
188206,1677
188208,1044
188214,5386
188218,1305
188220,1393
188227,1441
188231,1305
188234,1851
188236,1754
188251,4702
188254,2947
188257,2206
188258,4085
188264,2120
188265,4048
188270,6475
188274,1393
188282,1114
188284,1764
188286,3632
188296,1013
188299,6684
188305,8491
188316,3141
188318,2562
188321,2801
188332,924.1
188335,2399
188348,2562
188351,1811
188364,6255
188366,2766
188383,924.1
188386,1281
188401,7163
188405,1473
188406,2672
188417,3273
188430,8667
188440,3910
188441,1526
188443,2890
188445,7163
188448,1049
188454,970.6
188456,1929
188458,2408
188469,1013
188471,3875
188472,1163
188478,2814
188483,1163
188487,1393
188489,1764
188492,1450
188493,1614
188496,1851
188499,2006
188505,4369
188508,1969
188510,1677
188513,2878
188514,1441
188516,937.8
188519,9485
188522,1890
188531,2661
188535,866.6
188538,1450
188539,2562
188541,1163
188546,1904
188548,2562
188555,1526
188566,3273
188576,1220
188577,1969
188592,2120
188597,4048
188598,1156
188600,2006
188603,2193
188604,3632
188605,1339
188608,2314
188609,2801
188613,1904
188614,644.1
188615,2266
188620,4702
188622,3467
188629,1342
188630,2399
188633,1262
188643,576.9
188645,1342
188647,1450
188650,2766
188651,3946
188652,1114
188662,5319
188665,2562
188666,1811
188674,4702
188682,1553
188683,1610
188686,2408
188687,2399
188691,1553
188695,2756
188697,1441
188701,1860
188704,3082
188719,3582
188731,2242
188736,9729
188742,970.6
188744,1305
188747,1814
188750,1049
188755,8491
188759,1811
188765,1613
188767,1450
188769,5319
188771,1313
188777,2701
188783,1441
188788,2562
188793,2120
188795,1393
188802,2408
188807,1677
188808,3467
188811,1583
188813,1342
188825,1044
188828,2120
188833,9227
188834,1044
188836,1526
188840,4844
188843,3715
188858,1368
188863,1662
188874,2597
188875,2947
188878,1393
188880,1441
188881,3273
188885,2193
188890,3875
188906,2408
188911,2399
188913,1811
188922,2890
188925,2193
188934,1.302e+04
188937,2890
188940,2431
188941,898.7
188942,6897
188943,1262
188944,3044
188947,3273
188948,8491
188960,3013
188961,4754
188962,1013
188964,2242
188965,4844
188969,1851
188971,2092
188972,1555
188980,5139
188983,1768
188985,1811
188987,1220
188989,3273
188994,4844
188999,4754
189003,1163
189010,3715
189012,1040
189028,1610
189029,4048
189036,2266
189039,4582
189040,1553
189045,2941
189051,1457
189054,9485
189055,1904
189058,3141
189062,2206
189065,3875
189071,1013
189074,1450
189076,2193
189084,2032
189086,1262
189087,6897
189088,2309
189089,1220
189096,4702
189099,832.3
189102,1677
189111,3013
189115,1457
189120,2092
189122,2399
189129,3044
189130,4211
189134,3044
189135,1220
189137,1400
189142,1613
189145,1526
189148,1441
189149,3141
189153,2037
189154,3013
189160,1262
189161,850.4
189165,1339
189172,6255
189190,3715
189192,3206
189199,5913
189201,2597
189209,1450
189217,2242
189218,8491
189220,5517
189223,1691
189224,3273
189228,1583
189230,3618
189239,1890
189240,1610
189242,1754
189243,4582
189244,2006
189246,1013
189247,2032
189251,2120
189256,1114
189259,1754
189267,2092
189268,1262
189270,2187
189273,1638
189279,1457
189282,2242
189285,5139
189287,1677
189295,2206
189296,9227
189304,4211
189309,2399
189310,2284
189315,3875
189316,2399
189318,1393
189324,1904
189329,6255
189333,7163
189336,1013
189340,2562
189345,1526
189348,1262
189349,3273
189357,4085
189364,1553
189365,1697
189382,1013
189383,1553
189391,970.6
189393,4754
189397,1662
189398,1079
189409,1731
189411,1764
189412,2281
189424,753.4
189431,3946
189435,2284
189446,1441
189448,1904
189457,2193
189486,4582
189487,753.4
189488,1441
189504,2701
189506,1049
189507,2206
189508,1441
189512,2037
189525,4369
189547,4702
189552,5319
189562,3082
189565,1262
189569,1969
189576,1553
189577,2092
189582,1526
189595,7516
189597,1583
189603,1114
189604,5913
189608,2554
189609,1262
189616,2597
189623,3582
189628,2120
189635,911.2
189657,1586
189659,1163
189662,2562
189666,3618
189667,1262
189668,2562
189676,1044
189682,1457
189687,2206
189692,4582
189693,3087
189695,1811
189701,1677
189703,1.083e+04
189710,970.6
189711,1697
189713,3632
189716,2562
189727,970.6
189743,1262
189752,3910
189759,937.8
189760,2037
189763,4835
189780,4048
189781,832.3
189784,4211
189785,937.8
189787,2092
189788,2120
189794,1339
189795,2037
189798,2562
189820,1614
189824,1586
189825,1013
189826,2562
189827,5319
189829,898.7
189830,1067
189839,3467
189840,4582
189841,1851
189849,2037
189850,911.2
189851,3632
189858,2878
189861,5319
189871,924.1
189875,1393
189876,1583
189878,6897
189883,3206
189895,1040
189905,4048
189911,4369
189914,1163
189916,1677
189920,3273
189921,1068
189923,1040
189929,2266
189931,8189
189933,3141
189935,1613
189953,2431
189954,2554
189959,1441
189960,2206
189965,1163
189967,2120
189969,2408
189974,3665
189980,1904
189981,2431
189984,3730
189990,1163
189993,2242
189997,2120
189998,2408
190001,1363
190002,7163
190005,4369
190008,1526
190010,2006
190026,2092
190027,3715
190039,2120
190041,1191
190043,1583
190045,1.083e+04
190053,2554
190055,2399
190063,2431
190069,1114
190071,2701
190074,3370
190075,1441
190079,2766
190096,1691
190103,2562
190109,1613
190110,1393
190111,7163
190119,1441
190120,1583
190121,3044
190123,2115
190124,1904
190154,2947
190161,1342
190167,1368
190169,1079
190184,3580
190189,2701
190192,2801
190196,712.1
190211,3082
190219,2266
190227,1526
190228,2399
190233,1067
190236,2284
190238,850.4
190240,1754
190241,1313
190246,2597
190247,2597
190252,5319
190253,1114
190254,1613
190256,1163
190263,2947
190269,1.024e+04
190278,3730
190282,1691
190294,911.2
190298,2890
190307,2266
190308,2266
190327,937.8
190328,832.3
190335,1553
190343,5517
190346,7711
190349,6897
190351,1526
190352,2399
190363,3467
190368,2766
190371,1851
190390,2284
190391,1814
190396,1754
190398,832.3
190401,1610
190402,712.1
190406,3013
190408,6255
190413,3323
190415,2193
190416,804.2
190418,2193
190423,2597
190428,3370
190430,1614
190438,1450
190441,1305
190442,1697
190447,1667
190449,1044
190451,1174
190458,911.2
190460,2242
190462,2562
190471,2266
190472,4034
190473,1339
190474,1811
190475,3467
190476,2408
190478,2562
190482,3467
190494,1441
190501,2562
190502,2408
190505,2309
190508,2597
190513,1281
190517,1677
190520,9227
190522,2193
190525,1811
190529,3273
190531,4702
190538,2562
190543,5913
190563,1613
190564,2266
190567,1662
190570,1526
190577,3467
190595,2766
190596,3370
190598,1450
190600,1114
190602,2801
190604,5616
190611,1667
190617,1553
190627,2597
190631,4085
190632,1613
190635,3206
190638,6255
190639,1220
190644,937.8
190645,1163
190648,1811
190657,1.302e+04
190661,1526
190667,1555
190669,1049
190676,4844
190678,5828
190679,2399
190686,655.8
190694,753.4
190697,777.2
190701,8491
190702,4844
190706,9227
190712,1553
190717,5616
190719,1768
190720,2597
190733,3044
190744,3273
190747,753.4
190748,3467
190750,2431
190753,911.2
190763,1049
190764,1691
190765,1441
190766,3730
190770,1013
190773,4211
190775,1610
190777,3467
190781,1450
190788,2814
190795,911.2
190799,2431
190806,2037
190824,1363
190826,3323
190828,1811
190839,1441
190846,2399
190850,7711
190853,6475
190862,3730
190873,1774
190888,2037
190892,866.6
190893,1163
190896,1156
190899,2890
190900,1553
190904,3730
190909,3273
190913,5913
190917,911.2
190919,680.1
190925,1049
190937,970.6
190938,2751
190941,1526
190943,1262
190950,2399
190960,1049
190965,1614
190972,1754
190973,5913
190974,4085
190975,1662
190978,2701
190980,2092
190981,6475
190986,6255
190990,1814
190996,1473
190997,1393
191006,4085
191007,3044
191012,1851
191020,1969
191031,3467
191039,5319
191046,1.439e+04
191051,3206
191052,1220
191062,1450
191063,1614
191083,1441
191086,4844
191087,2766
191093,2266
191100,2266
191104,1441
191106,1393
191108,1262
191110,1067
191111,1.024e+04
191113,504.6
191116,3206
191117,1262
191122,1731
191123,2115
191125,1583
191162,1393
191163,1774
191180,1526
191189,1339
191208,2408
191212,937.8
191215,9227
191218,2120
191219,1929
191221,2120
191226,3206
191229,1262
191231,1526
191240,4369
191250,2597
191257,1553
191263,4582
191267,2115
191276,7163
191286,1342
191289,1450
191290,3082
191291,5368
191294,1677
191307,832.3
191314,1814
191320,1156
191321,3715
191329,2006
191331,1220
191332,4369
191344,970.6
191347,2751
191350,832.3
191354,2890
191365,2206
191367,4048
191372,2751
191373,1339
191375,1013
191376,7087
191379,2206
191382,4085
191390,2408
191392,1811
191405,2266
191407,2284
191409,2941
191410,1553
191421,1662
191424,3467
191429,3082
191437,2193
191442,2120
191444,1677
191454,2756
191459,2562
191460,1450
191461,1526
191462,1441
191465,1114
191466,2092
191468,7087
191471,1450
191481,1262
191483,970.6
191484,3206
191487,804.2
191488,1814
191503,2408
191508,1811
191510,1731
191512,2266
191513,1300
191520,1969
191528,3467
191529,2006
191534,4211
191537,1904
191539,8667
191554,1174
191558,1281
191564,5886
191569,804.2
191570,1814
191571,3730
191575,5386
191580,3273
191584,2266
191587,1473
191595,5162
191599,2266
191601,2562
191610,1586
191615,1313
191628,850.4
191637,1697
191643,3618
191644,2037
191653,4332
191655,1731
191658,2242
191670,3141
191671,1163
191676,1049
191679,5319
191680,2032
191703,3730
191704,1890
191716,3730
191718,2206
191719,1610
191721,3715
191728,1613
191731,1300
191734,5828
191735,2814
191739,3323
191740,7163
191741,3206
191742,2947
191743,1553
191744,6684
191746,4085
191747,1300
191749,1220
191751,1526
191755,1811
191761,2266
191763,9729
191764,2115
191771,2092
191780,3013
191790,1174
191793,1220
191798,911.2
191799,2562
191801,2120
191816,3467
191818,7711
191819,1262
191820,1553
191824,1662
191827,4702
191830,1677
191835,7163
191836,4085
191841,1163
191844,1851
191845,3582
191849,1457
191856,1013
191860,2890
191862,1441
191863,1450
191868,1731
191869,2092
191870,2281
191871,2266
191877,5139
191883,6475
191888,2037
191889,4085
191891,3044
191892,4582
191898,850.4
191900,1174
191906,2431
191909,2006
191927,1393
191938,1220
191944,9227
191948,2266
191949,5139
191951,1339
191958,3730
191961,2006
191972,1969
191977,1754
191988,4582
191991,5913
191997,3273
192000,3467
192007,1040
192009,1890
192012,1342
192019,2562
192023,644.1
192034,1638
192036,1305
192039,1614
192045,1662
192046,6255
192055,3875
192067,2120
192069,2814
192070,2242
192074,1526
192091,2751
192095,1851
192099,1040
192100,5319
192105,2431
192109,2120
192114,2701
192119,1450
192122,1.2e+04
192124,2092
192127,2408
192131,1583
192135,2120
192138,1890
192143,1441
192145,5319
192150,911.2
192152,1368
192159,2266
192161,3582
192168,2661
192170,970.6
192178,5368
192180,1638
192182,1553
192190,1553
192191,3370
192196,1216
192208,1851
192210,2554
192216,7711
192219,3273
192221,4184
192222,1220
192226,2266
192229,1262
192231,8667
192232,1049
192234,1040
192236,2092
192246,970.6
192254,1754
192258,2399
192269,1969
192272,3206
192276,2801
192278,2206
192284,5913
192285,1526
192286,2092
192294,2242
192296,2619
192298,1553
192299,1811
192305,1220
192315,4754
192320,1044
192326,1865
192328,5139
192329,1553
192330,9485
192331,6684
192334,1890
192344,1305
192350,3141
192369,1851
192372,1691
192374,6255
192376,1614
192381,5517
192383,1441
192386,2766
192390,3082
192401,5383
192404,1754
192406,2092
192417,6255
192418,4574
192422,1613
192423,2431
192426,1754
192434,2947
192437,1865
192442,1393
192445,2284
192452,2092
192460,2206
192462,1049
192463,6255
192466,4702
192475,2890
192482,7516
192483,1441
192488,1163
192489,4048
192490,2597
192493,1553
192497,2701
192498,670
192502,1969
192504,1044
192508,2522
192510,1904
192511,2701
192513,2597
192514,910.3
192516,5153
192517,1754
192519,1281
192529,1309
192534,1814
192535,1441
192546,6255
192555,6255
192556,1526
192558,2037
192563,3632
192565,1114
192571,1638
192585,1368
192588,1662
192590,1013
192593,2597
192600,1811
192611,1553
192626,4702
192633,8058
192634,1929
192637,4369
192652,5739
192653,5386
192656,5153
192658,2266
192666,3141
192667,1339
192668,1441
192670,3273
192674,7711
192678,2597
192707,924.1
192711,5368
192716,1851
192718,5319
192720,2206
192731,3013
192749,4826
192750,1613
192751,911.2
192754,9227
192756,1555
192758,2597
192759,1342
192762,706.1
192775,3618
192780,1677
192793,1.083e+04
192795,2092
192796,4844
192809,1368
192810,1163
192812,1262
192822,1811
192825,4826
192837,1079
192838,2408
192840,1904
192842,1526
192848,1638
192854,3715
192863,1220
192865,1049
192866,3467
192869,3044
192874,5319
192881,2562
192883,1614
192887,1677
192900,1613
192903,1614
192904,3467
192907,2408
192915,4085
192927,2284
192932,1.072e+04
192936,3730
192939,5616
192943,4844
192944,7516
192945,2284
192954,7222
192962,1553
192966,5386
192978,3582
192981,6255
192982,3632
192984,6255
192993,4142
192999,2814
193000,1638
193008,1156
193020,2766
193028,1363
193032,4085
193035,1313
193037,1013
193038,777.2
193046,1583
193055,2037
193058,7087
193062,1554
193065,1754
193067,4048
193073,777.2
193079,2562
193082,7711
193084,5153
193092,5319
193099,1441
193101,2661
193107,4184
193114,1691
193117,2242
193121,1300
193145,911.2
193146,6255
193148,706.1
193156,1677
193158,4844
193167,2947
193170,4369
193174,1441
193179,6255
193181,9227
193193,1262
193203,1553
193204,2597
193206,1262
193207,1262
193213,2701
193216,4369
193217,2092
193219,1262
193220,2801
193223,4582
193230,1929
193232,1890
193241,5517
193260,3715
193268,8491
193275,3082
193278,2701
193279,1811
193281,2399
193284,4754
193290,2032
193291,2672
193295,3044
193300,6897
193301,3141
193305,2947
193310,1174
193322,2242
193324,2092
193333,3206
193340,5319
193345,3082
193347,4085
193350,3467
193352,1667
193361,1811
193362,937.8
193364,3013
193367,3370
193368,4369
193370,1044
193372,1114
193373,866.6
193374,3273
193375,2006
193381,1526
193386,3206
193391,1553
193393,1811
193397,1220
193398,6897
193399,3467
193404,2814
193405,2120
193411,7516
193420,1220
193432,1904
193437,2399
193443,1013
193445,1114
193446,3141
193448,1851
193467,1865
193474,1851
193481,3206
193492,2701
193500,2947
193501,3618
193508,911.2
193514,1156
193515,6255
193529,3582
193532,1450
193538,1300
193552,8667
193565,2701
193566,2408
193571,2206
193577,7711
193581,4844
193590,3141
193602,1450
193620,1677
193629,1156
193631,2562
193633,2814
193636,4582
193637,3632
193638,2309
193643,1441
193648,2661
193650,1851
193654,1.2e+04
193664,2120
193666,1613
193673,1114
193676,804.2
193677,8189
193679,832.3
193680,2032
193698,2037
193699,2266
193705,7711
193718,3044
193726,2431
193728,1163
193731,2092
193739,4582
193742,1814
193744,3044
193748,2408
193753,2431
193762,1.2e+04
193766,1662
193769,1.024e+04
193771,5616
193775,2597
193776,1614
193779,1662
193780,2672
193784,6255
193794,712.1
193798,4211
193803,1691
193804,1814
193809,1754
193812,1262
193820,1526
193824,2878
193836,2431
193837,2814
193839,1811
193845,1339
193848,3715
193849,3044
193855,4085
193858,3730
193859,1114
193861,3323
193864,2092
193865,1754
193869,4184
193880,2701
193881,5153
193882,1677
193884,2242
193885,9485
193899,3273
193903,1013
193905,3013
193911,1441
193913,4369
193914,5319
193915,5153
193916,1553
193919,1342
193920,970.6
193922,2766
193923,2266
193925,4369
193929,1262
193939,1368
193947,1067
193955,6255
193956,1220
193957,2597
193959,1079
193962,1614
193965,2399
193970,1262
193980,2597
193982,2309
193988,937.8
193991,3044
193992,5913
193993,4085
193995,1811
193999,4048
194001,4142
194006,2309
194007,850.4
194019,2281
194024,2562
194027,8491
194029,1754
194037,1281
194038,1220
194046,4835
194053,1114
194054,2092
194055,1662
194058,3715
194064,3273
194066,5616
194067,2878
194069,5153
194074,777.2
194075,2408
194085,6710
194088,5048
194092,2814
194097,4582
194100,1163
194109,911.2
194113,3946
194118,3946
194128,1583
194138,1851
194143,2206
194144,1441
194148,3082
194149,3044
194152,2701
194155,1614
194164,2597
194167,1163
194169,1163
194170,2597
194175,3323
194190,1013
194194,5319
194206,1697
194226,970.6
194230,1677
194233,2092
194242,6255
194245,1441
194246,2206
194248,1262
194250,1555
194258,1610
194266,2037
194273,2092
194274,4211
194276,3946
194278,3370
194279,2115
194281,1554
194288,1638
194292,4048
194294,7163
194296,1553
194303,1691
194305,1754
194317,7163
194318,7711
194324,1342
194327,3273
194329,5828
194332,2032
194348,2751
194355,2672
194366,1079
194370,2562
194373,1754
194379,2766
194380,2242
194382,1393
194387,2878
194391,1851
194394,2399
194413,3273
194415,5153
194424,1013
194438,970.6
194443,5913
194448,3044
194451,3467
194458,3467
194462,4085
194464,1393
194470,1811
194474,5386
194476,8491
194479,1638
194489,1851
194492,1929
194493,4048
194501,5162
194506,970.6
194512,4184
194520,1555
194522,804.2
194532,3467
194539,9729
194544,4844
194545,5616
194554,6255
194561,1583
194568,4085
194569,6255
194577,1313
194579,2597
194584,8058
194586,1220
194589,2751
194593,1811
194594,970.6
194596,5139
194604,1457
194607,3730
194608,4332
194610,1969
194620,1691
194624,4574
194629,1163
194635,7711
194636,1811
194643,2242
194645,4754
194647,1613
194658,4085
194661,2801
194662,1450
194664,2266
194667,1638
194678,5319
194686,2522
194695,2878
194699,1163
194701,1811
194711,3206
194715,1754
194733,937.8
194736,1441
194738,1013
194739,5616
194744,1662
194745,5828
194757,3632
194769,1400
194773,4702
194774,2193
194777,1526
194783,3730
194791,1013
194797,1174
194804,911.2
194808,1851
194809,4582
194810,3370
194813,2092
194844,1262
194849,4471
194860,898.7
194864,2878
194871,5828
194883,1342
194886,1262
194889,1.024e+04
194890,670
194892,4332
194896,4211
194897,2801
194902,1473
194906,2092
194912,2092
194913,1156
194920,832.3
194921,1305
194922,2399
194926,2120
194938,2431
194955,1746
194959,2399
194961,4211
194970,4369
194973,1667
194981,1188
194988,3141
194996,1339
195003,5616
195005,2284
195006,1441
195007,2562
195011,5517
195012,1553
195013,753.4
195022,2266
195024,1163
195026,2399
195032,1313
195052,6027
195055,2562
