id,prediction,loss
74652,1441,981.4
74653,6475,1.222e+04
74655,1754,1549
74658,5386,4031
74659,2431,2516
74664,1262,1513
74665,2562,2953
74669,3273,2500
74674,866.6,870.3
74676,850.4,712.5
74678,2597,701.4
74681,970.6,1081
74683,2947,4033
74684,2766,1815
74687,921.2,627.4
74689,3206,8329
74690,850.4,649.8
74693,2120,2884
74696,5319,4908
74698,4582,4952
74700,4048,7121
74702,1393,4849
74705,1049,802.7
74707,1553,2007
74709,1811,1250
74715,6684,6776
74720,3715,7053
74721,2597,1985
74726,937.8,1511
74730,4471,4055
74732,4211,6889
74734,1441,3718
74735,1393,4569
74736,1929,1991
74740,1553,846.1
74741,1553,2219
74746,4332,5592
74747,1013,1219
74751,4826,2333
74753,1114,1653
74754,2242,2346
74758,7711,1.371e+04
74772,1450,2009
74774,850.4,810
74775,4582,5653
74777,937.8,624.3
74786,1526,2309
74787,1220,1121
74792,804.2,603
74793,1040,1331
74795,2597,3125
74801,2266,3834
74805,3580,4043
74808,1013,1655
74814,2006,1939
74815,3044,3189
74818,937.8,1950
74819,2399,1555
74821,6255,5661
74827,6255,5372
74829,1313,862.6
74833,1450,1313
74835,1342,801.2
74838,1220,886.5
74842,1697,1306
74845,1262,1342
74849,2281,1313
74852,1613,3209
74853,1691,3943
74856,753.4,711
74858,4844,5494
74859,1163,816.3
74861,1.2e+04,7171
74862,1754,665.3
74864,1044,927.6
74869,1068,1269
74871,5828,5280
74875,1731,3964
74876,1305,1264
74878,1013,850
74879,2751,6385
74881,1638,1798
74890,1441,2092
74896,4211,1294
74901,1441,1242
74903,1814,734.6
74913,2947,3546
74918,2597,2849
74927,753.4,858.6
74940,1754,1437
74942,8058,6604
74943,2435,2416
74945,1013,1028
74947,1754,1975
74949,1220,2483
74951,1441,1253
74952,1754,522.3
74961,1441,606.9
74963,5886,6128
74965,6255,1.143e+04
74966,1220,776.1
74972,2766,1533
74973,1013,1061
74978,3013,1276
74981,6255,6682
74983,2115,6777
74995,1555,882.6
74996,2120,519.3
74999,1754,3344
75002,5616,8535
75005,2399,1341
75010,1262,1119
75013,2032,1216
75014,8667,1.291e+04
75017,1526,1240
75020,1441,754.5
75023,1262,1372
75025,2947,2862
75027,3632,5582
75036,1450,1643
75037,1305,632
75038,2006,2140
75039,1450,1198
75041,1662,1367
75047,2701,3833
75050,3370,2044
75060,1.024e+04,1.013e+04
75061,1754,1014
75064,1754,790.6
75072,7711,7633
75079,1114,927.3
75080,3467,5302
75085,1068,549.1
75094,1313,791.1
75095,2701,1792
75119,3370,3654
75122,3632,5213
75124,3370,5106
75126,970.6,991.3
75131,1969,2312
75132,937.8,820
75133,3323,1699
75134,1904,2191
75136,2431,2907
75146,1220,1551
75163,4702,3597
75171,2037,2414
75173,1393,3351
75174,1013,518.6
75175,1614,879.3
75179,1079,1349
75182,1860,1706
75183,1262,1346
75184,1300,1343
75187,5319,3553
75188,1.108e+04,1.285e+04
75190,2408,2746
75193,7516,5546
75198,2562,4465
75199,2032,2083
75201,2597,3414
75208,3715,5127
75209,3583,4111
75214,2187,1266
75226,3141,3206
75229,3582,2677
75231,1583,1476
75238,2006,3890
75244,2672,2534
75253,2092,1772
75254,1774,3214
75256,1013,1014
75263,1553,1157
75267,1163,819.5
75269,777.2,1463
75270,2431,1332
75271,910.3,1224
75273,1450,3111
75277,6255,9252
75281,1865,1356
75283,3910,1.297e+04
75284,1262,3342
75286,706.1,274
75287,3044,5022
75288,2597,2244
75289,4844,6055
75294,1040,447
75295,4826,6059
75298,1156,501.5
75299,1811,3031
75303,9729,8734
75305,5913,7123
75306,1441,2681
75309,1174,1000
75311,1457,957.1
75312,3206,3735
75320,5517,7083
75322,1774,1424
75323,3273,2646
75324,6710,1.137e+04
75326,2751,1661
75327,1754,3077
75335,1613,998.5
75336,1174,3839
75337,7516,8669
75342,1969,731.7
75344,5828,6058
75349,4844,8293
75357,6255,5995
75367,2597,815
75368,3206,1461
75370,2092,2638
75376,1613,399.3
75377,3206,3682
75380,544.4,686.1
75388,3087,6501
75395,1613,2293
75397,5386,5764
75400,1811,2125
75403,5383,7016
75407,3273,3327
75411,7163,4121
75412,3013,5921
75413,2242,2839
75416,2947,1032
75417,1156,684.5
75418,1441,1298
75420,1677,1704
75425,970.6,716.5
75427,2006,1509
75428,5319,6805
75429,9485,1.629e+04
75432,706.1,2290
75433,3715,1.199e+04
75434,1.083e+04,1.089e+04
75435,4085,7120
75436,2408,1774
75439,2814,3124
75444,2878,4686
75445,644.1,700.2
75447,1441,4182
75454,1216,709
75460,1553,2063
75461,921.2,481
75464,7711,6638
75466,1393,578.3
75473,1764,1117
75475,6684,6137
75477,1368,1175
75482,1393,1852
75488,4048,3114
75490,1969,931.7
75493,2314,2337
75496,4369,2592
75502,1174,1733
75506,3370,2869
75512,911.2,660
75516,2597,3007
75517,2814,2435
75522,3467,3682
75527,1040,441
75528,4754,5862
75529,1079,620
75536,2014,1647
75543,6027,3161
75551,2242,2618
75556,2266,2186
75557,5739,4372
75560,1814,2989
75561,5386,6390
75564,1049,714.8
75566,3467,3617
75570,1013,645
75573,6255,6285
75582,1220,903.8
75585,1262,1039
75587,2619,4094
75588,1731,864.8
75590,4844,6554
75592,1667,1066
75595,3273,2239
75599,1079,1741
75600,5383,5620
75601,8189,5884
75602,1049,2513
75603,1393,749.1
75604,1441,1966
75606,911.2,969.9
75607,3044,2847
75608,2266,2437
75609,1393,1632
75610,2878,4011
75611,2947,4808
75614,2597,1837
75616,4085,1163
75627,3618,4063
75632,1754,1611
75637,4835,4645
75639,2947,3700
75640,2597,2111
75641,921.2,819.2
75657,1811,2687
75658,1013,486.3
75661,1662,4269
75667,1614,2370
75670,1262,1350
75672,1393,545.4
75673,4844,7613
75675,1393,1559
75678,2766,3474
75679,4582,1505
75680,2037,7690
75682,2408,3478
75691,7163,1.04e+04
75693,1040,337.8
75694,1163,710.4
75700,2006,2595
75701,1851,1201
75707,1309,2738
75709,1450,887.8
75711,1013,838.8
75718,1363,1802
75720,2284,2338
75735,3082,6818
75737,2314,1559
75739,6684,9520
75740,1553,1527
75742,3875,2882
75748,4582,2338
75749,1262,1013
75751,2206,3741
75757,2751,1726
75763,1191,692.6
75767,2751,3192
75769,2092,297
75770,832.3,1428
75772,1697,2291
75779,1553,758.5
75781,2092,1553
75782,3082,3540
75792,1013,843.7
75793,1262,1358
75798,3467,5099
75804,4582,3767
75808,1441,1031
75812,2597,2754
75813,2408,2748
75815,1068,1506
75816,1526,338.7
75818,1114,2280
75822,5319,2044
75823,804.2,567.1
75825,2751,2361
75827,1969,2313
75828,1114,844.4
75831,1450,437.7
75836,1393,1592
75838,5368,4950
75842,1811,2542
75848,970.6,680.8
75852,1262,838.5
75855,5139,3711
75856,4369,4692
75862,1163,822.5
75871,1526,1096
75875,1969,3137
75877,3082,9074
75878,4754,1202
75884,1220,848.5
75887,1163,1304
75890,576.9,308.7
75892,1811,902.9
75898,1013,2399
75900,911.2,1158
75902,2037,5857
75905,3273,4132
75906,1691,1051
75907,3044,2939
75909,1044,1210
75915,3206,2993
75918,1342,917.7
75919,3141,3236
75923,2193,2966
75925,898.7,553.3
75927,2266,3455
75932,1754,2051
75934,2014,4177
75935,2947,1265
75940,1114,1303
75943,1697,1153
75950,2006,720.7
75954,2006,2583
75955,2092,2448
75959,2766,1554
75965,2701,1267
75969,6684,9875
75972,832.3,637.2
75974,2006,3628
75975,1013,970.2
75981,5517,4200
75982,2597,3212
75986,4369,4511
75991,4211,5600
75993,873.4,476.7
75997,2399,4362
76003,5368,6794
76004,1163,1092
76007,2399,3444
76009,1553,7517
76010,2399,3127
76019,3875,5266
76020,1774,3020
76023,2562,3278
76026,4702,1903
76029,1851,1482
76033,777.2,765.3
76035,1.249e+04,1.417e+04
76040,4034,4852
76044,1163,1188
76046,1441,2102
76051,1114,661.5
76052,4826,4931
76058,3206,4304
76061,6897,2819
76062,9227,1.353e+04
76064,3273,3007
76065,3141,4138
76067,1613,991.5
76072,2701,2190
76078,4582,3505
76083,2120,2216
76084,970.6,766.9
76085,5828,7740
76087,3582,3117
76092,4582,7350
76094,1281,2150
76097,1156,1019
76099,753.4,489.1
76101,4582,6567
76106,3715,3681
76107,2597,1707
76108,2120,1264
76114,5828,5507
76117,1754,3905
76118,1450,1085
76120,2266,1603
76127,4211,4269
76131,2206,1649
76132,1163,1000
76147,2661,2746
76149,1114,449.3
76151,1731,1865
76153,1040,820
76154,435.2,383.5
76156,1851,4186
76157,1393,2448
76165,1163,650
76167,2284,1.062e+04
76170,1457,975.8
76172,2092,1.243e+04
76174,1262,812.3
76176,1614,780
76179,1814,1379
76180,1754,559
76182,2878,3527
76184,1400,1229
76194,3715,2013
76195,1768,1110
76199,1526,1297
76204,3730,2313
76205,2193,1275
76207,5828,2204
76209,2597,1261
76210,1583,1276
76212,3323,2736
76213,3618,4081
76214,5386,6178
76219,1583,3352
76222,1441,1306
76223,9227,9715
76228,1677,1733
76235,5319,7472
76241,2801,6674
76243,911.2,694.2
76247,8058,7925
76248,1400,1184
76250,6255,3943
76251,4211,6101
76257,2266,3329
76265,1441,1887
76267,1013,1644
76269,2701,1.235e+04
76271,1586,2725
76273,924.1,1115
76286,1305,525.7
76288,1220,616.9
76293,2597,3158
76295,1691,609.3
76297,2284,1688
76300,1163,1615
76313,1851,3604
76321,1393,850
76324,3273,3406
76327,4048,2099
76331,4582,5487
76332,2120,1135
76333,2032,1787
76338,655.8,793.3
76341,3632,5006
76346,2751,1754
76358,2037,2009
76359,2801,1.212e+04
76364,2597,1433
76365,2522,1979
76369,2266,1741
76377,6255,3143
76378,2399,6161
76387,1677,2072
76394,2431,2642
76395,5319,6027
76405,804.2,937.1
76406,6897,7609
76408,1441,947.5
76420,4582,5202
76422,1163,1113
76423,1811,2716
76425,1754,2101
76428,1754,2608
76429,1553,884.6
76430,1441,2649
76431,1450,1430
76433,5368,7244
76434,1068,1493
76436,2619,3983
76438,1049,681.5
76439,2597,2255
76445,850.4,779.4
76446,1163,1315
76448,1163,1795
76449,2890,1109
76453,832.3,426.1
76454,1851,1205
76455,2014,2105
76463,1450,2408
76467,2597,2623
76468,866.6,2062
76472,1526,1978
76474,3730,6370
76482,2120,1783
76484,1262,2311
76487,3715,2604
76489,1262,677.2
76495,3206,2949
76496,1163,1236
76498,3273,4521
76501,2562,7342
76502,4332,4158
76505,1262,858.5
76508,1677,1187
76509,3467,6232
76511,5319,2990
76512,2120,2090
76513,2562,3060
76514,3044,4442
76518,777.2,1262
76531,7163,1.325e+04
76535,4211,2876
76537,4702,4359
76538,1.024e+04,8496
76540,1400,906.3
76549,3715,1289
76550,1754,1008
76554,4085,4094
76558,2941,4775
76564,2672,2388
76565,1163,611.5
76566,937.8,692.1
76570,2281,1315
76571,4211,1.04e+04
76572,1697,5305
76582,1553,687.9
76606,3044,2675
76609,8667,5926
76611,9782,6006
76613,2399,2297
76615,1638,3951
76617,937.8,670.7
76618,4826,4754
76623,1013,864
76625,1662,1595
76627,6255,5439
76632,1079,1332
76641,787.5,611.2
76645,1163,2101
76647,3402,3795
76653,1163,652.4
76655,1457,1192
76661,1.072e+04,1.445e+04
76664,1174,2524
76665,1262,3643
76668,1457,1265
76681,1904,2202
76687,3141,3873
76688,2814,2646
76692,2314,4991
76695,1553,1476
76697,1441,1265
76699,2431,2851
76700,5319,3198
76701,1393,1674
76702,1890,2582
76712,3082,1609
76713,1553,2030
76718,5616,3288
76724,2006,1966
76725,3467,2916
76726,9729,4621
76732,1067,451.6
76736,2766,1205
76739,1441,1765
76742,2006,1540
76743,1613,3518
76749,4184,8679
76751,832.3,838.5
76752,832.3,739.2
76753,2284,1555
76756,2399,1359
76757,1262,2897
76759,1079,636.5
76760,3141,6156
76761,2597,1704
76763,1441,2399
76765,9227,1.155e+04
76766,1697,2622
76768,804.2,1287
76769,7163,6065
76771,1013,2165
76772,2947,4373
76773,1555,1342
76776,1851,726.8
76778,798.5,1005
76784,576.9,1597
76786,2751,1878
76787,1013,1894
76788,3044,4020
76790,1342,1324
76794,2661,2749
76795,2266,2402
76799,3273,4097
76800,1174,1845
76802,2006,2761
76804,1163,1089
76808,1754,330
76809,4034,3392
76812,1553,1129
76821,6255,6012
76822,2120,2305
76824,4844,9138
76825,6684,3490
76827,2766,1051
76830,3273,3921
76834,9782,7397
76835,1553,1185
76837,5153,5230
76841,3875,2373
76842,2399,1435
76843,911.2,1833
76844,1363,1121
76847,3206,2346
76851,7516,8353
76860,2878,3941
76861,1049,1869
76863,887.9,1257
76864,3715,3522
76868,1163,549.8
76870,2597,3975
76871,4369,1.043e+04
76876,4369,4803
76877,2701,1554
76880,2006,3375
76882,850.4,450
76887,2092,1990
76893,2092,1153
76896,2266,1660
76900,2890,2932
76901,3582,4942
76903,712.1,1492
76906,1163,1796
76910,1457,1057
76911,1313,2358
76921,2431,3019
76922,1068,857.8
76930,1754,1599
76934,3082,5854
76935,4211,580
76937,1851,1335
76939,7711,7800
76944,1163,841.7
76945,3467,2793
76947,2314,2601
76948,937.8,574.6
76949,3715,2833
76954,3273,9347
76956,2597,4165
76957,1677,1100
76961,1814,1096
76974,1638,1730
76980,1339,2572
76985,1.024e+04,7440
76986,1049,721.9
76987,4048,3648
76990,3323,3998
76992,1013,631.1
77001,3715,4974
77002,1473,3229
77006,1662,5155
77007,1811,3193
77008,1811,1071
77020,2814,3622
77025,2701,2546
77028,1342,1524
77037,4844,6042
77040,2037,2189
77041,1305,1243
77042,2766,2934
77047,3910,2505
77048,2597,3198
77049,2701,1019
77055,1262,1653
77057,2399,4137
77058,5913,6654
77061,1163,1434
77063,1677,1580
77071,1262,571.2
77073,1754,1352
77079,1079,1951
77080,753.4,815.4
77091,2399,3272
77094,2915,6555
77097,2701,1928
77098,6255,5544
77101,1811,1926
77104,1044,753
77117,1450,2714
77118,1555,846.8
77124,1553,5639
77125,1262,783.4
77130,5153,3541
77131,1929,2907
77134,1526,2240
77135,1163,1830
77143,3370,1850
77144,1262,571.3
77155,2431,634.5
77157,2431,2125
77158,1662,1660
77159,1313,948.8
77161,1441,1227
77162,2014,1288
77165,1667,1115
77170,1754,3232
77171,1342,1075
77176,1368,1201
77181,2597,2562
77185,1163,967.2
77187,1079,2572
77197,1731,3809
77203,2284,1301
77206,1860,2827
77213,2947,2468
77214,2661,4977
77220,1013,992.1
77222,2399,1017
77223,1013,522.4
77226,1553,1240
77228,1890,1392
77229,2399,1504
77235,1811,3580
77240,3273,2776
77247,1774,2351
77248,2284,3662
77259,1614,5728
77266,2597,3388
77268,5319,4946
77270,921.2,644.5
77273,1553,2380
77281,3467,3570
77282,1526,1729
77286,787.5,419
77287,1441,1493
77293,5153,4061
77301,5319,1.294e+04
77305,1220,834.8
77308,1865,2139
77311,2037,2800
77312,3715,5010
77313,832.3,506.1
77316,1929,2457
77317,1610,5937
77321,1929,1249
77324,1040,556.9
77325,3946,3443
77327,1553,980.6
77330,1163,880.3
77331,1814,1584
77332,1614,1265
77343,4369,2490
77347,2597,4218
77348,2399,2365
77350,1313,1102
77352,2941,1008
77358,5319,4276
77361,1662,470.6
77381,1044,507.5
77385,6255,4170
77386,2266,2147
77391,2006,1176
77392,753.4,483.4
77393,1731,2627
77397,1114,411.1
77402,3141,4225
77404,3323,4536
77409,3273,4561
77410,4369,2805
77411,1754,1567
77426,3910,6445
77428,3582,9311
77430,2947,4048
77434,2597,4900
77435,2266,2877
77441,1067,603.6
77442,2284,5124
77446,3141,4978
77447,1677,2292
77452,1614,837.9
77453,4844,3463
77456,1553,675.2
77457,937.8,784.4
77462,1691,1451
77463,576.9,793
77465,1662,3388
77468,1163,742.2
77475,1610,1649
77480,2266,3367
77482,1262,531.1
77484,2562,2532
77485,1441,1704
77487,1929,3179
77489,1662,552.1
77491,2006,1735
77493,1754,1152
77496,5153,2708
77498,1677,3861
77499,2006,1188
77505,2562,1450
77506,1079,883
77509,8667,9122
77510,1163,1043
77514,1811,1681
77517,2092,1634
77522,2751,3653
77525,9782,2.241e+04
77528,1441,2521
77529,2408,4835
77530,1526,1887
77531,7516,1.131e+04
77533,1262,1456
77540,2092,1497
77541,873.4,418
77543,2751,6040
77544,1441,1178
77546,7711,6585
77557,1163,3496
77560,1044,773.2
77563,2399,2694
77566,4085,8616
77573,1526,1972
77575,2120,3050
77578,1049,3040
77582,1156,2971
77586,1262,830.4
77587,1613,2342
77595,2193,1954
77599,1610,1143
77602,3044,1984
77603,8491,9023
77604,2193,2308
77606,866.6,375.4
77607,2661,3342
77610,1851,1129
77615,2120,2132
77618,6255,5553
77621,1840,3439
77622,1441,987.5
77631,2037,4753
77638,1731,4696
77642,1.024e+04,1.096e+04
77645,1013,1758
77646,6027,4004
77653,3467,5415
77657,2266,2515
77658,1614,2011
77660,1614,1654
77661,3715,613
77662,2701,780.2
77663,1754,777.6
77670,2037,850
77671,1929,1518
77681,1220,914.6
77685,1754,1721
77687,4369,2542
77688,3715,2464
77690,2562,2315
77691,3206,4284
77695,2878,510.3
77696,1553,730.9
77702,4332,3523
77703,1662,3549
77704,832.3,1039
77707,4184,2450
77709,4826,8669
77710,2597,3269
77712,2115,1610
77714,1114,950.9
77725,2092,2255
77726,2206,2475
77731,1851,2190
77733,1526,2605
77738,970.6,963.4
77741,1368,1576
77745,5368,4064
77751,4582,3090
77752,2399,3456
77755,2006,1385
77756,2801,1419
77757,1393,1116
77762,2120,3365
77768,1553,1885
77769,798.5,639.6
77772,1526,1698
77779,2032,1671
77780,4332,8994
77781,2408,2384
77783,2766,5051
77785,2092,1353
77788,4844,3040
77789,1220,835.1
77796,2431,1.045e+04
77800,3370,6510
77802,1754,2592
77803,1811,1325
77804,1441,1332
77805,970.6,1353
77807,2766,1825
77814,2490,2998
77815,1163,1489
77816,6710,1.432e+04
77823,8189,1.803e+04
77831,2766,1306
77836,2801,3189
77837,1339,2039
77838,1174,1531
77841,1281,1186
77845,7087,9281
77847,1526,2540
77849,4369,3128
77852,1811,1449
77856,2661,1873
77857,1441,1194
77861,970.6,858.2
77865,4844,1.188e+04
77866,1174,1337
77869,753.4,613
77870,1441,3245
77871,1865,1536
77875,1163,2137
77876,2092,1416
77878,2814,1435
77882,1220,1721
77888,7711,1.247e+04
77890,3467,5120
77891,1851,1725
77893,1754,962.1
77894,1553,2206
77895,1049,743.8
77901,1262,2518
77907,3467,3997
77909,9782,7875
77910,1768,1484
77914,898.7,909.8
77916,4958,2304
77918,1163,225
77919,6684,9614
77920,7163,8822
77925,1.981e+04,3.245e+04
77931,2206,3293
77933,1220,1065
77934,1339,2811
77935,1553,1764
77936,2751,4405
77937,4048,3232
77943,1811,2302
77946,1114,1052
77947,3273,3994
77949,1774,9036
77950,2006,1694
77954,5517,5671
77955,5386,3967
77958,1638,2101
77959,937.8,1402
77961,1754,2640
77964,3323,1662
77967,2562,2142
77968,5828,4310
77972,1313,1234
77976,3582,1843
77978,2554,1879
77984,2037,2379
77985,5616,1.059e+04
77986,1049,1739
77989,8189,1.193e+04
77995,2092,1318
78002,2032,2492
78003,1013,744.8
78013,1114,646.4
78016,2878,3864
78020,5386,5060
78021,2672,4539
78022,1754,2105
78023,3730,2032
78029,3044,2775
78037,4702,3097
78043,1044,1185
78045,2037,1472
78048,2701,1752
78049,2408,1339
78053,1814,1278
78058,2120,1071
78059,2206,1632
78060,1309,703
78061,3582,3011
78067,2120,2100
78068,6255,8602
78069,1814,843
78072,3370,1741
78076,7711,1.55e+04
78079,1754,1384
78080,4574,3630
78087,5386,5688
78089,1044,1432
78090,2284,1834
78097,1163,812.2
78098,1526,2295
78099,2006,1156
78109,1368,4093
78111,1044,1218
78112,2120,894.6
78113,2092,4029
78116,1049,818.2
78117,1013,542.6
78125,4184,5518
78126,3910,6586
78128,1114,1472
78131,1553,1384
78139,3582,859.8
78141,4048,3084
78143,2266,2209
78147,804.2,1261
78155,1013,792.5
78159,6255,5924
78160,1450,1247
78163,2814,2119
78165,6255,2946
78167,2266,1278
78170,3273,3355
78177,2701,3209
78179,5319,1.833e+04
78181,1610,3157
78184,3467,2400
78190,2597,7418
78192,5828,5773
78193,2701,2399
78195,2092,6658
78196,1754,1368
78199,1305,841.3
78205,832.3,694.1
78209,5616,4754
78226,9227,1.416e+04
78228,1044,914.6
78229,6255,4661
78231,644.1,511.1
78233,3044,3816
78238,1526,1172
78239,2115,2002
78240,970.6,734.4
78254,4048,2564
78257,4754,1047
78260,5386,8322
78262,1526,2068
78265,680.1,686.1
78271,1754,1154
78276,1363,815.1
78279,3141,2674
78281,2947,3566
78282,2037,2941
78283,2092,1120
78284,2947,9913
78285,5913,5860
78296,1904,961.5
78300,5319,7994
78301,1300,1368
78304,2120,1320
78305,2266,3070
78311,3875,1815
78312,1114,593.2
78313,1553,3259
78315,1929,1540
78318,911.2,1005
78320,2014,2167
78331,2037,414.9
78334,5386,4012
78335,3632,3248
78336,850.4,1501
78342,2431,1380
78351,1013,545.3
78353,2399,2689
78354,1754,2345
78356,1614,777.7
78360,3273,4320
78364,1526,1850
78370,1811,2436
78372,1174,1122
78373,2947,1267
78376,1220,1468
78377,2006,1346
78383,2399,4500
78396,1163,1304
78400,1040,944
78401,1220,4697
78404,1393,1673
78406,3618,4179
78410,1040,813.4
78411,1890,1389
78413,1339,851
78418,6897,5092
78422,753.4,1297
78423,1553,2791
78425,6255,7471
78426,2751,4010
78430,2032,2589
78434,911.2,575.7
78435,2801,1057
78437,2115,2159
78439,3715,4803
78440,4844,2308
78442,3082,4981
78450,2037,2089
78452,2766,6142
78454,2814,3356
78456,6897,1.024e+04
78457,2092,3028
78458,937.8,346.2
78459,6255,9388
78461,2120,1467
78462,4702,3380
78466,2120,1442
78467,1610,874.7
78468,3715,5497
78469,644.1,798.2
78473,753.4,1638
78475,3715,5199
78478,1441,815.8
78483,2266,2401
78484,1220,2405
78485,5616,9224
78489,2597,1911
78491,1526,913.9
78492,7711,9756
78493,4048,2135
78494,2814,6232
78496,1049,1012
78500,1049,628.6
78505,1393,1826
78506,5616,6210
78515,1865,1654
78517,2032,1861
78520,1553,919.6
78521,1677,2182
78523,1368,863.4
78525,911.2,435.4
78531,2597,1240
78532,921.2,672
78535,1220,768.1
78536,3141,3165
78537,4048,3524
78542,1013,857.9
78543,3082,2459
78544,2399,2115
78548,2814,3267
78555,1613,1911
78557,2399,1129
78561,6897,4011
78563,2006,1488
78567,3323,3005
78569,1305,1606
78575,7163,6142
78576,2619,2361
78582,1368,619.9
78589,2092,1256
78591,1814,1998
78592,1553,988
78595,4582,6285
78601,4844,5415
78605,1281,266.5
78608,1163,939.8
78614,2092,2722
78617,2266,2527
78619,2947,2805
78624,832.3,1671
78625,5383,4982
78631,2206,986.2
78632,1691,1193
78633,1638,2452
78634,970.6,1054
78636,866.6,1517
78638,1526,4936
78639,911.2,723.8
78643,1553,1554
78646,1865,2304
78648,1890,2103
78649,1044,2204
78651,1904,3952
78653,5828,3689
78654,1774,944.9
78656,1220,802.9
78660,2915,4472
78663,1441,1220
78664,1731,991.5
78665,1163,1249
78666,1614,938.5
78674,3044,5017
78676,1613,1694
78684,1583,1615
78690,1814,4400
78696,8667,1.859e+04
78698,1526,1125
78701,1393,1083
78703,832.3,739.6
78709,1677,756.1
78710,1553,1477
78713,1079,5160
78714,1013,373.2
78722,1393,1139
78724,2947,2069
78727,5913,5535
78728,1677,915.9
78729,6897,9553
78731,3467,2230
78733,2597,2861
78741,1865,2297
78748,1040,378
78751,1262,936.5
78756,3730,1309
78757,3715,2997
78758,1079,340.4
78765,1473,553
78766,2431,1158
78770,1013,1004
78771,1262,824.9
78774,1610,2212
78775,4085,4383
78777,1851,955.2
78785,1553,1017
78787,1049,391.3
78789,1.024e+04,9881
78791,1677,593.1
78792,1473,2082
78798,1553,1002
78800,2597,1630
78802,1677,2614
78803,1114,1237
78805,5319,4373
78806,3370,4948
78807,1610,1669
78817,2408,3770
78819,2120,1097
78822,2947,2083
78825,1811,2138
78826,2597,4102
78828,1262,1034
78833,1013,4772
78834,3370,1918
78842,1768,998.6
78844,1662,1861
78845,1526,1553
78847,911.2,955.6
78850,1557,738
78851,2284,2370
78853,2408,2418
78855,2206,2631
78856,8667,4951
78857,1174,1084
78861,1811,2357
78864,3580,1699
78867,1731,1475
78874,2206,1877
78881,1262,2935
78882,2206,2067
78886,2672,3700
78889,1457,2548
78891,2672,2733
78895,2266,4615
78896,832.3,899.3
78898,3206,2235
78899,1114,735.6
78901,1553,1874
78902,2399,3385
78905,1814,1523
78906,1156,966.1
78908,1313,1842
78909,1.452e+04,1.207e+04
78911,2206,3827
78912,1691,1305
78913,4702,1955
78915,1754,2943
78916,1013,539.3
78918,873.4,1706
78921,2314,3312
78922,1450,1624
78927,3467,2192
78929,1904,1999
78931,1526,1762
78934,2266,1089
78944,9227,1.442e+04
78948,3370,3928
78952,2309,2190
78953,2597,2071
78959,1220,1725
78965,1638,579.6
78967,1969,2506
78968,2193,5173
78971,2597,2922
78973,2187,1820
78975,3323,2302
78976,2092,1430
78977,3875,7312
78980,1553,1048
78981,1114,1083
78982,4844,1.037e+04
78983,3467,1689
78984,3467,1859
78986,2701,3059
78987,1114,1584
78991,3715,2404
78994,4702,8176
78997,2399,3926
78998,3715,4473
79002,911.2,1398
79003,1754,1400
79004,3715,2913
79005,2399,2523
79010,3323,2961
79011,2266,3274
79013,1163,1118
79027,3273,2862
79030,544.4,492.1
79031,1614,3543
79036,2314,2734
79040,1262,2074
79041,1339,2641
79042,1811,4069
79044,1526,660.5
79045,1013,1216
79048,5153,6175
79049,832.3,724.1
79050,1220,1433
79051,2242,3566
79052,1262,5648
79054,1811,864.8
79057,2037,2143
79062,1393,1802
79066,1662,1159
79067,832.3,393.8
79068,1526,1020
79069,2408,2983
79080,2399,2758
79083,2766,2368
79086,1904,2729
79088,5153,7938
79090,8491,1.611e+04
79092,5153,4678
79094,1526,936.2
79098,873.4,880.7
79101,2242,1161
79106,2006,1794
79107,6684,9603
79118,1342,1888
79123,3273,6101
79128,3715,3330
79132,1610,3780
79134,2092,1881
79135,2032,931
79136,7163,6366
79138,1610,1005
79142,4085,8695
79143,4085,7135
79144,1013,2531
79147,1526,5167
79148,5319,8378
79149,4211,5953
79154,576.9,288.5
79159,1013,399.3
79162,1526,1677
79164,1969,2509
79165,4844,392
79167,7711,6267
79168,1553,1309
79169,1638,1567
79170,1814,1622
79171,850.4,712.6
79176,1163,2336
79177,2878,1845
79180,1163,650.9
79182,2006,1250
79184,4369,4045
79186,1040,675.4
79187,970.6,918
79189,1450,1754
79191,970.6,522.5
79209,1262,594.3
79210,1262,861.9
79214,804.2,1159
79216,2597,1207
79219,3715,4403
79221,2408,1660
79222,1851,1486
79224,1450,1800
79227,3141,4407
79228,1691,1133
79231,2661,2732
79238,1969,1120
79240,3206,6062
79244,4826,5502
79248,1904,3692
79253,921.2,700
79254,6255,2.839e+04
79255,1163,1373
79259,3946,3910
79264,2890,3513
79267,1156,3709
79268,1613,1039
79272,1553,2495
79276,3273,1.31e+04
79282,5162,6296
79285,8667,1.892e+04
79291,2399,3072
79294,1677,877
79298,1613,2016
79299,1368,1007
79303,3665,8664
79307,3323,1221
79309,1441,960.1
79311,1553,2505
79312,3206,2204
79317,5162,3400
79322,2092,2374
79325,1040,1488
79328,1114,1334
79329,4048,1342
79331,1811,1288
79337,3946,4928
79344,753.4,917.4
79350,1677,1611
79351,1163,858.2
79358,2120,4105
79360,937.8,593.5
79366,1614,3026
79369,1163,1369
79372,6027,7249
79378,1300,784
79380,4211,3316
79383,1040,1928
79386,2266,2379
79387,1163,634.7
79388,2120,1431
79395,4826,6836
79401,6684,8954
79402,1114,1216
79403,1300,727.9
79413,2947,2746
79418,5153,6026
79422,3206,2560
79423,1811,2565
79428,1163,734.3
79434,2766,2082
